segment_name,confidence_assessment,openface_dominant_emotion_approx,openface_emotion_scores,openface_au_means,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad
hJnEQCMA5Sg_seg013,3.0,surprised,"{'AU01_r': 0.292, 'AU02_r': 0.081, 'AU04_r': 0.067, 'AU05_r': 0.034, 'AU06_r': 0.117, 'AU07_r': 0.287, 'AU09_r': 0.061, 'AU10_r': 0.101, 'AU12_r': 0.257, 'AU14_r': 0.025, 'AU15_r': 0.083, 'AU17_r': 0.264, 'AU20_r': 0.049, 'AU23_r': 0.102, 'AU25_r': 0.348, 'AU26_r': 0.254, 'AU45_r': 0.175}","{'happy': 0.257, 'surprised': 0.374, 'angry': 0.067, 'sad': 0.083}",0.292,0.081,0.067,0.034,0.117,0.287,0.061,0.101,0.257,0.025,0.083,0.264,0.049,0.102,0.348,0.254,0.175,0.257,0.374,0.067,0.083
hJnEQCMA5Sg_seg014,3.0,surprised,"{'AU01_r': 0.486, 'AU02_r': 0.273, 'AU04_r': 0.012, 'AU05_r': 0.064, 'AU06_r': 0.169, 'AU07_r': 0.422, 'AU09_r': 0.095, 'AU10_r': 0.105, 'AU12_r': 0.62, 'AU14_r': 0.125, 'AU15_r': 0.128, 'AU17_r': 0.557, 'AU20_r': 0.1, 'AU23_r': 0.132, 'AU25_r': 0.524, 'AU26_r': 0.427, 'AU45_r': 0.213}","{'happy': 0.62, 'surprised': 0.759, 'angry': 0.012, 'sad': 0.128}",0.486,0.273,0.012,0.064,0.169,0.422,0.095,0.105,0.62,0.125,0.128,0.557,0.1,0.132,0.524,0.427,0.213,0.62,0.759,0.012,0.128
hJnEQCMA5Sg_seg016,2.0,surprised,"{'AU01_r': 0.164, 'AU02_r': 0.071, 'AU04_r': 0.019, 'AU05_r': 0.036, 'AU06_r': 0.013, 'AU07_r': 0.408, 'AU09_r': 0.098, 'AU10_r': 0.028, 'AU12_r': 0.131, 'AU14_r': 0.045, 'AU15_r': 0.118, 'AU17_r': 0.391, 'AU20_r': 0.072, 'AU23_r': 0.067, 'AU25_r': 0.54, 'AU26_r': 0.326, 'AU45_r': 0.141}","{'happy': 0.131, 'surprised': 0.235, 'angry': 0.019, 'sad': 0.118}",0.164,0.071,0.019,0.036,0.013,0.408,0.098,0.028,0.131,0.045,0.118,0.391,0.072,0.067,0.54,0.326,0.141,0.131,0.235,0.019,0.118
hJnEQCMA5Sg_seg017,2.0,surprised,"{'AU01_r': 0.295, 'AU02_r': 0.111, 'AU04_r': 0.025, 'AU05_r': 0.046, 'AU06_r': 0.078, 'AU07_r': 0.381, 'AU09_r': 0.048, 'AU10_r': 0.061, 'AU12_r': 0.223, 'AU14_r': 0.023, 'AU15_r': 0.098, 'AU17_r': 0.254, 'AU20_r': 0.06, 'AU23_r': 0.093, 'AU25_r': 0.46, 'AU26_r': 0.365, 'AU45_r': 0.246}","{'happy': 0.223, 'surprised': 0.407, 'angry': 0.025, 'sad': 0.098}",0.295,0.111,0.025,0.046,0.078,0.381,0.048,0.061,0.223,0.023,0.098,0.254,0.06,0.093,0.46,0.365,0.246,0.223,0.407,0.025,0.098
hJnEQCMA5Sg_seg019,2.0,happy,"{'AU01_r': 0.515, 'AU02_r': 0.176, 'AU04_r': 0.017, 'AU05_r': 0.06, 'AU06_r': 0.144, 'AU07_r': 0.448, 'AU09_r': 0.105, 'AU10_r': 0.073, 'AU12_r': 0.704, 'AU14_r': 0.208, 'AU15_r': 0.196, 'AU17_r': 0.648, 'AU20_r': 0.126, 'AU23_r': 0.174, 'AU25_r': 0.797, 'AU26_r': 0.626, 'AU45_r': 0.266}","{'happy': 0.704, 'surprised': 0.691, 'angry': 0.017, 'sad': 0.196}",0.515,0.176,0.017,0.06,0.144,0.448,0.105,0.073,0.704,0.208,0.196,0.648,0.126,0.174,0.797,0.626,0.266,0.704,0.691,0.017,0.196
hJnEQCMA5Sg_seg020,3.0,happy,"{'AU01_r': 0.325, 'AU02_r': 0.132, 'AU04_r': 0.068, 'AU05_r': 0.078, 'AU06_r': 0.355, 'AU07_r': 0.961, 'AU09_r': 0.19, 'AU10_r': 0.147, 'AU12_r': 0.937, 'AU14_r': 0.154, 'AU15_r': 0.208, 'AU17_r': 0.662, 'AU20_r': 0.16, 'AU23_r': 0.242, 'AU25_r': 0.912, 'AU26_r': 0.725, 'AU45_r': 0.405}","{'happy': 0.937, 'surprised': 0.457, 'angry': 0.068, 'sad': 0.208}",0.325,0.132,0.068,0.078,0.355,0.961,0.19,0.147,0.937,0.154,0.208,0.662,0.16,0.242,0.912,0.725,0.405,0.937,0.457,0.068,0.208
IcaDZK1Njb0_seg000,3.0,angry,"{'AU01_r': 0.157, 'AU02_r': 0.07, 'AU04_r': 1.047, 'AU05_r': 0.051, 'AU06_r': 0.083, 'AU07_r': 0.607, 'AU09_r': 0.06, 'AU10_r': 0.259, 'AU12_r': 0.108, 'AU14_r': 0.045, 'AU15_r': 0.113, 'AU17_r': 0.612, 'AU20_r': 0.085, 'AU23_r': 0.199, 'AU25_r': 0.372, 'AU26_r': 0.561, 'AU45_r': 0.139}","{'happy': 0.108, 'surprised': 0.227, 'angry': 1.047, 'sad': 0.113}",0.157,0.07,1.047,0.051,0.083,0.607,0.06,0.259,0.108,0.045,0.113,0.612,0.085,0.199,0.372,0.561,0.139,0.108,0.227,1.047,0.113
IcaDZK1Njb0_seg001,2.0,angry,"{'AU01_r': 0.526, 'AU02_r': 0.335, 'AU04_r': 1.484, 'AU05_r': 0.091, 'AU06_r': 0.136, 'AU07_r': 0.956, 'AU09_r': 0.134, 'AU10_r': 0.532, 'AU12_r': 0.182, 'AU14_r': 0.076, 'AU15_r': 0.154, 'AU17_r': 0.81, 'AU20_r': 0.132, 'AU23_r': 0.382, 'AU25_r': 0.478, 'AU26_r': 0.783, 'AU45_r': 0.202}","{'happy': 0.182, 'surprised': 0.861, 'angry': 1.484, 'sad': 0.154}",0.526,0.335,1.484,0.091,0.136,0.956,0.134,0.532,0.182,0.076,0.154,0.81,0.132,0.382,0.478,0.783,0.202,0.182,0.861,1.484,0.154
IcaDZK1Njb0_seg002,3.0,angry,"{'AU01_r': 0.272, 'AU02_r': 0.138, 'AU04_r': 1.395, 'AU05_r': 0.201, 'AU06_r': 0.144, 'AU07_r': 0.789, 'AU09_r': 0.113, 'AU10_r': 0.57, 'AU12_r': 0.197, 'AU14_r': 0.2, 'AU15_r': 0.262, 'AU17_r': 1.028, 'AU20_r': 0.194, 'AU23_r': 0.29, 'AU25_r': 0.621, 'AU26_r': 0.906, 'AU45_r': 0.233}","{'happy': 0.197, 'surprised': 0.41, 'angry': 1.395, 'sad': 0.262}",0.272,0.138,1.395,0.201,0.144,0.789,0.113,0.57,0.197,0.2,0.262,1.028,0.194,0.29,0.621,0.906,0.233,0.197,0.41,1.395,0.262
IcaDZK1Njb0_seg003,2.0,angry,"{'AU01_r': 0.5, 'AU02_r': 0.248, 'AU04_r': 1.979, 'AU05_r': 0.075, 'AU06_r': 0.134, 'AU07_r': 1.181, 'AU09_r': 0.142, 'AU10_r': 0.756, 'AU12_r': 0.212, 'AU14_r': 0.074, 'AU15_r': 0.187, 'AU17_r': 0.834, 'AU20_r': 0.2, 'AU23_r': 0.56, 'AU25_r': 0.687, 'AU26_r': 0.788, 'AU45_r': 0.271}","{'happy': 0.212, 'surprised': 0.748, 'angry': 1.979, 'sad': 0.187}",0.5,0.248,1.979,0.075,0.134,1.181,0.142,0.756,0.212,0.074,0.187,0.834,0.2,0.56,0.687,0.788,0.271,0.212,0.748,1.979,0.187
IcaDZK1Njb0_seg004,1.0,angry,"{'AU01_r': 0.365, 'AU02_r': 0.33, 'AU04_r': 1.603, 'AU05_r': 0.065, 'AU06_r': 0.046, 'AU07_r': 0.804, 'AU09_r': 0.166, 'AU10_r': 0.479, 'AU12_r': 0.189, 'AU14_r': 0.058, 'AU15_r': 0.29, 'AU17_r': 0.82, 'AU20_r': 0.162, 'AU23_r': 0.368, 'AU25_r': 0.611, 'AU26_r': 0.762, 'AU45_r': 0.202}","{'happy': 0.189, 'surprised': 0.694, 'angry': 1.603, 'sad': 0.29}",0.365,0.33,1.603,0.065,0.046,0.804,0.166,0.479,0.189,0.058,0.29,0.82,0.162,0.368,0.611,0.762,0.202,0.189,0.694,1.603,0.29
IcaDZK1Njb0_seg005,1.0,angry,"{'AU01_r': 0.27, 'AU02_r': 0.141, 'AU04_r': 1.371, 'AU05_r': 0.064, 'AU06_r': 0.074, 'AU07_r': 0.63, 'AU09_r': 0.111, 'AU10_r': 0.336, 'AU12_r': 0.131, 'AU14_r': 0.045, 'AU15_r': 0.18, 'AU17_r': 0.711, 'AU20_r': 0.145, 'AU23_r': 0.378, 'AU25_r': 0.41, 'AU26_r': 0.68, 'AU45_r': 0.23}","{'happy': 0.131, 'surprised': 0.41, 'angry': 1.371, 'sad': 0.18}",0.27,0.141,1.371,0.064,0.074,0.63,0.111,0.336,0.131,0.045,0.18,0.711,0.145,0.378,0.41,0.68,0.23,0.131,0.41,1.371,0.18
IcaDZK1Njb0_seg006,3.0,angry,"{'AU01_r': 0.56, 'AU02_r': 0.37, 'AU04_r': 2.159, 'AU05_r': 0.07, 'AU06_r': 0.164, 'AU07_r': 1.276, 'AU09_r': 0.155, 'AU10_r': 0.609, 'AU12_r': 0.22, 'AU14_r': 0.106, 'AU15_r': 0.222, 'AU17_r': 1.086, 'AU20_r': 0.167, 'AU23_r': 0.53, 'AU25_r': 0.685, 'AU26_r': 0.831, 'AU45_r': 0.289}","{'happy': 0.22, 'surprised': 0.93, 'angry': 2.159, 'sad': 0.222}",0.56,0.37,2.159,0.07,0.164,1.276,0.155,0.609,0.22,0.106,0.222,1.086,0.167,0.53,0.685,0.831,0.289,0.22,0.93,2.159,0.222
IcaDZK1Njb0_seg007,2.0,angry,"{'AU01_r': 0.159, 'AU02_r': 0.119, 'AU04_r': 1.17, 'AU05_r': 0.044, 'AU06_r': 0.037, 'AU07_r': 0.801, 'AU09_r': 0.104, 'AU10_r': 0.274, 'AU12_r': 0.109, 'AU14_r': 0.023, 'AU15_r': 0.195, 'AU17_r': 0.762, 'AU20_r': 0.146, 'AU23_r': 0.234, 'AU25_r': 0.503, 'AU26_r': 0.567, 'AU45_r': 0.213}","{'happy': 0.109, 'surprised': 0.278, 'angry': 1.17, 'sad': 0.195}",0.159,0.119,1.17,0.044,0.037,0.801,0.104,0.274,0.109,0.023,0.195,0.762,0.146,0.234,0.503,0.567,0.213,0.109,0.278,1.17,0.195
IcaDZK1Njb0_seg008,3.0,angry,"{'AU01_r': 0.589, 'AU02_r': 0.363, 'AU04_r': 1.903, 'AU05_r': 0.105, 'AU06_r': 0.122, 'AU07_r': 1.013, 'AU09_r': 0.12, 'AU10_r': 0.462, 'AU12_r': 0.249, 'AU14_r': 0.168, 'AU15_r': 0.236, 'AU17_r': 1.078, 'AU20_r': 0.181, 'AU23_r': 0.328, 'AU25_r': 0.688, 'AU26_r': 0.845, 'AU45_r': 0.226}","{'happy': 0.249, 'surprised': 0.952, 'angry': 1.903, 'sad': 0.236}",0.589,0.363,1.903,0.105,0.122,1.013,0.12,0.462,0.249,0.168,0.236,1.078,0.181,0.328,0.688,0.845,0.226,0.249,0.952,1.903,0.236
IcaDZK1Njb0_seg009,2.0,angry,"{'AU01_r': 0.282, 'AU02_r': 0.132, 'AU04_r': 2.107, 'AU05_r': 0.066, 'AU06_r': 0.138, 'AU07_r': 1.246, 'AU09_r': 0.104, 'AU10_r': 0.466, 'AU12_r': 0.114, 'AU14_r': 0.058, 'AU15_r': 0.185, 'AU17_r': 1.087, 'AU20_r': 0.172, 'AU23_r': 0.271, 'AU25_r': 0.62, 'AU26_r': 0.814, 'AU45_r': 0.199}","{'happy': 0.114, 'surprised': 0.414, 'angry': 2.107, 'sad': 0.185}",0.282,0.132,2.107,0.066,0.138,1.246,0.104,0.466,0.114,0.058,0.185,1.087,0.172,0.271,0.62,0.814,0.199,0.114,0.414,2.107,0.185
IcaDZK1Njb0_seg010,2.0,angry,"{'AU01_r': 0.432, 'AU02_r': 0.282, 'AU04_r': 1.834, 'AU05_r': 0.055, 'AU06_r': 0.087, 'AU07_r': 0.897, 'AU09_r': 0.15, 'AU10_r': 0.427, 'AU12_r': 0.125, 'AU14_r': 0.1, 'AU15_r': 0.221, 'AU17_r': 1.015, 'AU20_r': 0.199, 'AU23_r': 0.569, 'AU25_r': 0.737, 'AU26_r': 1.223, 'AU45_r': 0.346}","{'happy': 0.125, 'surprised': 0.714, 'angry': 1.834, 'sad': 0.221}",0.432,0.282,1.834,0.055,0.087,0.897,0.15,0.427,0.125,0.1,0.221,1.015,0.199,0.569,0.737,1.223,0.346,0.125,0.714,1.834,0.221
IcaDZK1Njb0_seg011,1.0,angry,"{'AU01_r': 0.484, 'AU02_r': 0.306, 'AU04_r': 1.784, 'AU05_r': 0.074, 'AU06_r': 0.057, 'AU07_r': 0.907, 'AU09_r': 0.16, 'AU10_r': 0.43, 'AU12_r': 0.154, 'AU14_r': 0.059, 'AU15_r': 0.219, 'AU17_r': 1.145, 'AU20_r': 0.164, 'AU23_r': 0.447, 'AU25_r': 0.659, 'AU26_r': 0.901, 'AU45_r': 0.249}","{'happy': 0.154, 'surprised': 0.791, 'angry': 1.784, 'sad': 0.219}",0.484,0.306,1.784,0.074,0.057,0.907,0.16,0.43,0.154,0.059,0.219,1.145,0.164,0.447,0.659,0.901,0.249,0.154,0.791,1.784,0.219
IcaDZK1Njb0_seg012,2.0,angry,"{'AU01_r': 0.369, 'AU02_r': 0.068, 'AU04_r': 1.715, 'AU05_r': 0.08, 'AU06_r': 0.221, 'AU07_r': 1.411, 'AU09_r': 0.145, 'AU10_r': 0.645, 'AU12_r': 0.31, 'AU14_r': 0.473, 'AU15_r': 0.179, 'AU17_r': 1.425, 'AU20_r': 0.181, 'AU23_r': 0.639, 'AU25_r': 0.85, 'AU26_r': 0.795, 'AU45_r': 0.484}","{'happy': 0.31, 'surprised': 0.437, 'angry': 1.715, 'sad': 0.179}",0.369,0.068,1.715,0.08,0.221,1.411,0.145,0.645,0.31,0.473,0.179,1.425,0.181,0.639,0.85,0.795,0.484,0.31,0.437,1.715,0.179
IcaDZK1Njb0_seg013,2.0,angry,"{'AU01_r': 0.16, 'AU02_r': 0.064, 'AU04_r': 1.224, 'AU05_r': 0.062, 'AU06_r': 0.104, 'AU07_r': 0.716, 'AU09_r': 0.152, 'AU10_r': 0.392, 'AU12_r': 0.224, 'AU14_r': 0.304, 'AU15_r': 0.185, 'AU17_r': 1.144, 'AU20_r': 0.099, 'AU23_r': 0.271, 'AU25_r': 0.574, 'AU26_r': 0.534, 'AU45_r': 0.392}","{'happy': 0.224, 'surprised': 0.224, 'angry': 1.224, 'sad': 0.185}",0.16,0.064,1.224,0.062,0.104,0.716,0.152,0.392,0.224,0.304,0.185,1.144,0.099,0.271,0.574,0.534,0.392,0.224,0.224,1.224,0.185
IcaDZK1Njb0_seg014,2.0,angry,"{'AU01_r': 0.298, 'AU02_r': 0.145, 'AU04_r': 1.416, 'AU05_r': 0.069, 'AU06_r': 0.167, 'AU07_r': 1.005, 'AU09_r': 0.117, 'AU10_r': 0.403, 'AU12_r': 0.314, 'AU14_r': 0.133, 'AU15_r': 0.221, 'AU17_r': 1.126, 'AU20_r': 0.146, 'AU23_r': 0.266, 'AU25_r': 0.672, 'AU26_r': 0.79, 'AU45_r': 0.235}","{'happy': 0.314, 'surprised': 0.443, 'angry': 1.416, 'sad': 0.221}",0.298,0.145,1.416,0.069,0.167,1.005,0.117,0.403,0.314,0.133,0.221,1.126,0.146,0.266,0.672,0.79,0.235,0.314,0.443,1.416,0.221
IcaDZK1Njb0_seg015,3.0,angry,"{'AU01_r': 0.473, 'AU02_r': 0.165, 'AU04_r': 2.049, 'AU05_r': 0.057, 'AU06_r': 0.093, 'AU07_r': 0.924, 'AU09_r': 0.171, 'AU10_r': 0.636, 'AU12_r': 0.198, 'AU14_r': 0.068, 'AU15_r': 0.22, 'AU17_r': 1.046, 'AU20_r': 0.14, 'AU23_r': 0.314, 'AU25_r': 0.652, 'AU26_r': 0.817, 'AU45_r': 0.269}","{'happy': 0.198, 'surprised': 0.638, 'angry': 2.049, 'sad': 0.22}",0.473,0.165,2.049,0.057,0.093,0.924,0.171,0.636,0.198,0.068,0.22,1.046,0.14,0.314,0.652,0.817,0.269,0.198,0.638,2.049,0.22
IcaDZK1Njb0_seg016,3.0,sad,"{'AU01_r': 0.199, 'AU02_r': 0.074, 'AU04_r': 1.123, 'AU05_r': 0.053, 'AU06_r': 0.398, 'AU07_r': 0.699, 'AU09_r': 0.216, 'AU10_r': 0.273, 'AU12_r': 0.086, 'AU14_r': 0.074, 'AU15_r': 1.795, 'AU17_r': 1.694, 'AU20_r': 0.724, 'AU23_r': 0.218, 'AU25_r': 0.985, 'AU26_r': 0.823, 'AU45_r': 0.248}","{'happy': 0.086, 'surprised': 0.273, 'angry': 1.123, 'sad': 1.795}",0.199,0.074,1.123,0.053,0.398,0.699,0.216,0.273,0.086,0.074,1.795,1.694,0.724,0.218,0.985,0.823,0.248,0.086,0.273,1.123,1.795
IcaDZK1Njb0_seg018,4.0,angry,"{'AU01_r': 0.424, 'AU02_r': 0.228, 'AU04_r': 1.283, 'AU05_r': 0.076, 'AU06_r': 0.177, 'AU07_r': 1.002, 'AU09_r': 0.093, 'AU10_r': 0.634, 'AU12_r': 0.321, 'AU14_r': 0.187, 'AU15_r': 0.301, 'AU17_r': 0.871, 'AU20_r': 0.182, 'AU23_r': 0.439, 'AU25_r': 0.558, 'AU26_r': 0.71, 'AU45_r': 0.22}","{'happy': 0.321, 'surprised': 0.653, 'angry': 1.283, 'sad': 0.301}",0.424,0.228,1.283,0.076,0.177,1.002,0.093,0.634,0.321,0.187,0.301,0.871,0.182,0.439,0.558,0.71,0.22,0.321,0.653,1.283,0.301
IcaDZK1Njb0_seg019,3.0,angry,"{'AU01_r': 0.42, 'AU02_r': 0.265, 'AU04_r': 1.659, 'AU05_r': 0.087, 'AU06_r': 0.165, 'AU07_r': 0.893, 'AU09_r': 0.212, 'AU10_r': 0.664, 'AU12_r': 0.169, 'AU14_r': 0.151, 'AU15_r': 0.265, 'AU17_r': 0.852, 'AU20_r': 0.193, 'AU23_r': 0.406, 'AU25_r': 0.689, 'AU26_r': 0.833, 'AU45_r': 0.29}","{'happy': 0.169, 'surprised': 0.685, 'angry': 1.659, 'sad': 0.265}",0.42,0.265,1.659,0.087,0.165,0.893,0.212,0.664,0.169,0.151,0.265,0.852,0.193,0.406,0.689,0.833,0.29,0.169,0.685,1.659,0.265
IcaDZK1Njb0_seg020,3.0,angry,"{'AU01_r': 0.256, 'AU02_r': 0.12, 'AU04_r': 1.479, 'AU05_r': 0.048, 'AU06_r': 0.094, 'AU07_r': 0.845, 'AU09_r': 0.096, 'AU10_r': 0.52, 'AU12_r': 0.14, 'AU14_r': 0.063, 'AU15_r': 0.164, 'AU17_r': 0.843, 'AU20_r': 0.198, 'AU23_r': 0.309, 'AU25_r': 0.577, 'AU26_r': 0.709, 'AU45_r': 0.217}","{'happy': 0.14, 'surprised': 0.376, 'angry': 1.479, 'sad': 0.164}",0.256,0.12,1.479,0.048,0.094,0.845,0.096,0.52,0.14,0.063,0.164,0.843,0.198,0.309,0.577,0.709,0.217,0.14,0.376,1.479,0.164
IcaDZK1Njb0_seg021,2.0,angry,"{'AU01_r': 0.286, 'AU02_r': 0.128, 'AU04_r': 2.095, 'AU05_r': 0.075, 'AU06_r': 0.237, 'AU07_r': 1.216, 'AU09_r': 0.152, 'AU10_r': 0.711, 'AU12_r': 0.203, 'AU14_r': 0.117, 'AU15_r': 0.208, 'AU17_r': 1.029, 'AU20_r': 0.179, 'AU23_r': 0.36, 'AU25_r': 0.65, 'AU26_r': 0.878, 'AU45_r': 0.307}","{'happy': 0.203, 'surprised': 0.414, 'angry': 2.095, 'sad': 0.208}",0.286,0.128,2.095,0.075,0.237,1.216,0.152,0.711,0.203,0.117,0.208,1.029,0.179,0.36,0.65,0.878,0.307,0.203,0.414,2.095,0.208
Ie9cACQnqew_seg000,3.0,happy,"{'AU01_r': 0.248, 'AU02_r': 0.117, 'AU04_r': 0.252, 'AU05_r': 0.078, 'AU06_r': 0.24, 'AU07_r': 0.323, 'AU09_r': 0.066, 'AU10_r': 0.393, 'AU12_r': 0.796, 'AU14_r': 0.45, 'AU15_r': 0.321, 'AU17_r': 0.542, 'AU20_r': 0.139, 'AU23_r': 0.133, 'AU25_r': 0.52, 'AU26_r': 0.555, 'AU45_r': 0.249}","{'happy': 0.796, 'surprised': 0.365, 'angry': 0.252, 'sad': 0.321}",0.248,0.117,0.252,0.078,0.24,0.323,0.066,0.393,0.796,0.45,0.321,0.542,0.139,0.133,0.52,0.555,0.249,0.796,0.365,0.252,0.321
Ie9cACQnqew_seg001,3.0,surprised,"{'AU01_r': 0.281, 'AU02_r': 0.108, 'AU04_r': 0.325, 'AU05_r': 0.077, 'AU06_r': 0.075, 'AU07_r': 0.298, 'AU09_r': 0.081, 'AU10_r': 0.32, 'AU12_r': 0.282, 'AU14_r': 0.132, 'AU15_r': 0.176, 'AU17_r': 0.559, 'AU20_r': 0.217, 'AU23_r': 0.202, 'AU25_r': 0.436, 'AU26_r': 0.497, 'AU45_r': 0.195}","{'happy': 0.282, 'surprised': 0.388, 'angry': 0.325, 'sad': 0.176}",0.281,0.108,0.325,0.077,0.075,0.298,0.081,0.32,0.282,0.132,0.176,0.559,0.217,0.202,0.436,0.497,0.195,0.282,0.388,0.325,0.176
Ie9cACQnqew_seg003,1.0,happy,"{'AU01_r': 0.281, 'AU02_r': 0.14, 'AU04_r': 0.057, 'AU05_r': 0.08, 'AU06_r': 0.255, 'AU07_r': 0.314, 'AU09_r': 0.059, 'AU10_r': 0.324, 'AU12_r': 0.803, 'AU14_r': 0.302, 'AU15_r': 0.137, 'AU17_r': 0.526, 'AU20_r': 0.114, 'AU23_r': 0.252, 'AU25_r': 0.433, 'AU26_r': 0.666, 'AU45_r': 0.187}","{'happy': 0.803, 'surprised': 0.421, 'angry': 0.057, 'sad': 0.137}",0.281,0.14,0.057,0.08,0.255,0.314,0.059,0.324,0.803,0.302,0.137,0.526,0.114,0.252,0.433,0.666,0.187,0.803,0.421,0.057,0.137
Ie9cACQnqew_seg004,2.0,happy,"{'AU01_r': 0.171, 'AU02_r': 0.112, 'AU04_r': 0.025, 'AU05_r': 0.057, 'AU06_r': 0.254, 'AU07_r': 0.196, 'AU09_r': 0.046, 'AU10_r': 0.347, 'AU12_r': 0.474, 'AU14_r': 0.178, 'AU15_r': 0.13, 'AU17_r': 0.589, 'AU20_r': 0.196, 'AU23_r': 0.43, 'AU25_r': 0.509, 'AU26_r': 0.345, 'AU45_r': 0.325}","{'happy': 0.474, 'surprised': 0.283, 'angry': 0.025, 'sad': 0.13}",0.171,0.112,0.025,0.057,0.254,0.196,0.046,0.347,0.474,0.178,0.13,0.589,0.196,0.43,0.509,0.345,0.325,0.474,0.283,0.025,0.13
Ie9cACQnqew_seg005,3.0,surprised,"{'AU01_r': 0.273, 'AU02_r': 0.146, 'AU04_r': 0.189, 'AU05_r': 0.097, 'AU06_r': 0.048, 'AU07_r': 0.134, 'AU09_r': 0.067, 'AU10_r': 0.27, 'AU12_r': 0.221, 'AU14_r': 0.167, 'AU15_r': 0.306, 'AU17_r': 0.382, 'AU20_r': 0.212, 'AU23_r': 0.183, 'AU25_r': 0.583, 'AU26_r': 0.456, 'AU45_r': 0.195}","{'happy': 0.221, 'surprised': 0.419, 'angry': 0.189, 'sad': 0.306}",0.273,0.146,0.189,0.097,0.048,0.134,0.067,0.27,0.221,0.167,0.306,0.382,0.212,0.183,0.583,0.456,0.195,0.221,0.419,0.189,0.306
Ie9cACQnqew_seg006,2.0,happy,"{'AU01_r': 0.334, 'AU02_r': 0.152, 'AU04_r': 0.185, 'AU05_r': 0.135, 'AU06_r': 0.25, 'AU07_r': 0.433, 'AU09_r': 0.08, 'AU10_r': 0.25, 'AU12_r': 0.589, 'AU14_r': 0.145, 'AU15_r': 0.293, 'AU17_r': 0.459, 'AU20_r': 0.184, 'AU23_r': 0.199, 'AU25_r': 0.529, 'AU26_r': 0.609, 'AU45_r': 0.161}","{'happy': 0.589, 'surprised': 0.486, 'angry': 0.185, 'sad': 0.293}",0.334,0.152,0.185,0.135,0.25,0.433,0.08,0.25,0.589,0.145,0.293,0.459,0.184,0.199,0.529,0.609,0.161,0.589,0.486,0.185,0.293
Ie9cACQnqew_seg007,4.0,surprised,"{'AU01_r': 0.386, 'AU02_r': 0.15, 'AU04_r': 0.465, 'AU05_r': 0.093, 'AU06_r': 0.064, 'AU07_r': 0.118, 'AU09_r': 0.069, 'AU10_r': 0.269, 'AU12_r': 0.43, 'AU14_r': 0.121, 'AU15_r': 0.394, 'AU17_r': 0.451, 'AU20_r': 0.21, 'AU23_r': 0.164, 'AU25_r': 0.552, 'AU26_r': 0.459, 'AU45_r': 0.219}","{'happy': 0.43, 'surprised': 0.536, 'angry': 0.465, 'sad': 0.394}",0.386,0.15,0.465,0.093,0.064,0.118,0.069,0.269,0.43,0.121,0.394,0.451,0.21,0.164,0.552,0.459,0.219,0.43,0.536,0.465,0.394
Ie9cACQnqew_seg008,3.0,happy,"{'AU01_r': 0.236, 'AU02_r': 0.127, 'AU04_r': 0.392, 'AU05_r': 0.07, 'AU06_r': 0.095, 'AU07_r': 0.222, 'AU09_r': 0.06, 'AU10_r': 0.355, 'AU12_r': 0.429, 'AU14_r': 0.084, 'AU15_r': 0.285, 'AU17_r': 0.569, 'AU20_r': 0.165, 'AU23_r': 0.238, 'AU25_r': 0.563, 'AU26_r': 0.493, 'AU45_r': 0.266}","{'happy': 0.429, 'surprised': 0.363, 'angry': 0.392, 'sad': 0.285}",0.236,0.127,0.392,0.07,0.095,0.222,0.06,0.355,0.429,0.084,0.285,0.569,0.165,0.238,0.563,0.493,0.266,0.429,0.363,0.392,0.285
Ie9cACQnqew_seg009,3.0,happy,"{'AU01_r': 0.518, 'AU02_r': 0.196, 'AU04_r': 0.473, 'AU05_r': 0.11, 'AU06_r': 0.343, 'AU07_r': 0.24, 'AU09_r': 0.079, 'AU10_r': 0.572, 'AU12_r': 1.061, 'AU14_r': 0.481, 'AU15_r': 0.402, 'AU17_r': 0.678, 'AU20_r': 0.23, 'AU23_r': 0.282, 'AU25_r': 0.583, 'AU26_r': 0.667, 'AU45_r': 0.265}","{'happy': 1.061, 'surprised': 0.715, 'angry': 0.473, 'sad': 0.402}",0.518,0.196,0.473,0.11,0.343,0.24,0.079,0.572,1.061,0.481,0.402,0.678,0.23,0.282,0.583,0.667,0.265,1.061,0.715,0.473,0.402
Ie9cACQnqew_seg010,4.0,happy,"{'AU01_r': 0.209, 'AU02_r': 0.122, 'AU04_r': 0.128, 'AU05_r': 0.074, 'AU06_r': 0.371, 'AU07_r': 0.592, 'AU09_r': 0.065, 'AU10_r': 0.383, 'AU12_r': 0.95, 'AU14_r': 0.3, 'AU15_r': 0.285, 'AU17_r': 0.498, 'AU20_r': 0.144, 'AU23_r': 0.161, 'AU25_r': 0.485, 'AU26_r': 0.533, 'AU45_r': 0.203}","{'happy': 0.95, 'surprised': 0.331, 'angry': 0.128, 'sad': 0.285}",0.209,0.122,0.128,0.074,0.371,0.592,0.065,0.383,0.95,0.3,0.285,0.498,0.144,0.161,0.485,0.533,0.203,0.95,0.331,0.128,0.285
